nom_dept;nom_com;insee_com;nom_station;code_station (ue);influence;nom_poll;id_poll_ue;valeur;unite;metrique;date_debut;date_fin;statut_valid;x_wgs84;y_wgs84;x_reglementaire;y_reglementaire
Loire-Atlantique;Donges;44052;PASTEUR;FR23004;industrial;C6H5-C2H5;431;0.0;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-2.073374401966883;47.31740262661712;317020.8741071;6703094.040787983
Loire-Atlantique;Donges;44052;PASTEUR;FR23004;industrial;C6H5-CH3;21;0.95;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-2.073374401966883;47.31740262661712;317020.8741071;6703094.040787983
Loire-Atlantique;Donges;44052;PASTEUR;FR23004;industrial;C6H6;20;0.14;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-2.073374401966883;47.31740262661712;317020.8741071;6703094.040787983
Loire-Atlantique;Donges;44052;PASTEUR;FR23004;industrial;H2S;11;0.4;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-2.073374401966883;47.31740262661712;317020.8741071;6703094.040787983
Loire-Atlantique;Donges;44052;PASTEUR;FR23004;industrial;m,p-C6H4(CH3)2;464;0.093;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-2.073374401966883;47.31740262661712;317020.8741071;6703094.040787983
Loire-Atlantique;Donges;44052;PASTEUR;FR23004;industrial;o-C6H4-(CH3)2;482;0.0;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-2.073374401966883;47.31740262661712;317020.8741071;6703094.040787983
Loire-Atlantique;Donges;44052;PASTEUR;FR23004;industrial;SO2;1;0.25;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-2.073374401966883;47.31740262661712;317020.8741071;6703094.040787983
Loire-Atlantique;Frossay;44061;FROSSAY;FR23068;industrial;NO2;8;1.2;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-1.9365235553956817;47.24735229625331;326851.68236097385;6694673.195316758
Loire-Atlantique;Frossay;44061;FROSSAY;FR23068;industrial;NO;38;0.57;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-1.9365235553956817;47.24735229625331;326851.68236097385;6694673.195316758
Loire-Atlantique;Frossay;44061;FROSSAY;FR23068;industrial;NOx;9;2.1;µg/m3 eq NO2;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-1.9365235553956817;47.24735229625331;326851.68236097385;6694673.195316758
Loire-Atlantique;Frossay;44061;FROSSAY;FR23068;industrial;PM10;5;10.0;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-1.9365235553956817;47.24735229625331;326851.68236097385;6694673.195316758
Loire-Atlantique;Frossay;44061;FROSSAY;FR23068;industrial;PM2.5;6001;5.8;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-1.9365235553956817;47.24735229625331;326851.68236097385;6694673.195316758
Loire-Atlantique;Frossay;44061;FROSSAY;FR23068;industrial;SO2;1;0.05;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-1.9365235553956817;47.24735229625331;326851.68236097385;6694673.195316758
Loire-Atlantique;Savenay;44195;SAVENAY;FR23069;industrial;SO2;1;0.6;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-1.9535935295608815;47.36020691809557;326348.9822352358;6707265.42533564
Loire-Atlantique;Saint-Etienne-De-Montluc;44158;SAINT ETIENNE DE MONTLUC;FR23070;industrial;NO2;8;0.8;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-1.7830812813449453;47.28312712300018;338676.42390903604;6697925.914501535
Loire-Atlantique;Saint-Etienne-De-Montluc;44158;SAINT ETIENNE DE MONTLUC;FR23070;industrial;NO;38;0.5;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-1.7830812813449453;47.28312712300018;338676.42390903604;6697925.914501535
Loire-Atlantique;Saint-Etienne-De-Montluc;44158;SAINT ETIENNE DE MONTLUC;FR23070;industrial;NOx;9;1.6;µg/m3 eq NO2;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-1.7830812813449453;47.28312712300018;338676.42390903604;6697925.914501535
Loire-Atlantique;Saint-Etienne-De-Montluc;44158;SAINT ETIENNE DE MONTLUC;FR23070;industrial;PM10;5;10.0;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-1.7830812813449453;47.28312712300018;338676.42390903604;6697925.914501535
Loire-Atlantique;Saint-Etienne-De-Montluc;44158;SAINT ETIENNE DE MONTLUC;FR23070;industrial;PM2.5;6001;5.5;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-1.7830812813449453;47.28312712300018;338676.42390903604;6697925.914501535
Loire-Atlantique;Saint-Etienne-De-Montluc;44158;SAINT ETIENNE DE MONTLUC;FR23070;industrial;SO2;1;0.0;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-1.7830812813449453;47.28312712300018;338676.42390903604;6697925.914501535
Loire-Atlantique;Trignac;44210;JULES VERNE;FR23075;industrial;NO2;8;1.4;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-2.1904076735030835;47.315645037165524;308186.02080619615;6703473.391126138
Loire-Atlantique;Trignac;44210;JULES VERNE;FR23075;industrial;NO;38;0.7;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-2.1904076735030835;47.315645037165524;308186.02080619615;6703473.391126138
Loire-Atlantique;Trignac;44210;JULES VERNE;FR23075;industrial;NOx;9;2.5;µg/m3 eq NO2;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-2.1904076735030835;47.315645037165524;308186.02080619615;6703473.391126138
Maine-et-Loire;Cholet;49099;SAINT EXUPERY;FR23078;background;NO2;8;3.9;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-0.8835758137839181;47.055828646104125;405324.4925768649;6668979.670961294
Maine-et-Loire;Cholet;49099;SAINT EXUPERY;FR23078;background;NO;38;0.28;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-0.8835758137839181;47.055828646104125;405324.4925768649;6668979.670961294
Maine-et-Loire;Cholet;49099;SAINT EXUPERY;FR23078;background;NOx;9;4.3;µg/m3 eq NO2;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-0.8835758137839181;47.055828646104125;405324.4925768649;6668979.670961294
Maine-et-Loire;Cholet;49099;SAINT EXUPERY;FR23078;background;O3;7;69.0;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-0.8835758137839181;47.055828646104125;405324.4925768649;6668979.670961294
Maine-et-Loire;Cholet;49099;SAINT EXUPERY;FR23078;background;PM10;5;;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;False;-0.8835758137839181;47.055828646104125;405324.4925768649;6668979.670961294
Loire-Atlantique;Nantes;44109;LA CHAUVINIERE;FR23107;background;NO2;8;4.3;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-1.5732745401793513;47.25291196744293;354313.2357701814;6693636.219563372
Loire-Atlantique;Nantes;44109;LA CHAUVINIERE;FR23107;background;NO;38;1.1;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-1.5732745401793513;47.25291196744293;354313.2357701814;6693636.219563372
Loire-Atlantique;Nantes;44109;LA CHAUVINIERE;FR23107;background;NOx;9;5.9;µg/m3 eq NO2;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-1.5732745401793513;47.25291196744293;354313.2357701814;6693636.219563372
Loire-Atlantique;Nantes;44109;LA CHAUVINIERE;FR23107;background;PM10;5;11.0;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-1.5732745401793513;47.25291196744293;354313.2357701814;6693636.219563372
Loire-Atlantique;Nantes;44109;LA CHAUVINIERE;FR23107;background;PM2.5;6001;5.8;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-1.5732745401793513;47.25291196744293;354313.2357701814;6693636.219563372
Loire-Atlantique;Saint-Nazaire;44184;LEON BLUM;FR23110;background;NO2;8;1.6;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-2.2501538782724806;47.26411028437446;303302.1643903805;6698059.671526036
Loire-Atlantique;Saint-Nazaire;44184;LEON BLUM;FR23110;background;NO;38;0.0;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-2.2501538782724806;47.26411028437446;303302.1643903805;6698059.671526036
Loire-Atlantique;Saint-Nazaire;44184;LEON BLUM;FR23110;background;NOx;9;1.5;µg/m3 eq NO2;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-2.2501538782724806;47.26411028437446;303302.1643903805;6698059.671526036
Loire-Atlantique;Saint-Nazaire;44184;LEON BLUM;FR23110;background;O3;7;89.0;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-2.2501538782724806;47.26411028437446;303302.1643903805;6698059.671526036
Loire-Atlantique;Saint-Nazaire;44184;LEON BLUM;FR23110;background;PM10;5;12.0;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-2.2501538782724806;47.26411028437446;303302.1643903805;6698059.671526036
Loire-Atlantique;Saint-Nazaire;44184;LEON BLUM;FR23110;background;PM2.5;6001;7.0;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-2.2501538782724806;47.26411028437446;303302.1643903805;6698059.671526036
Maine-et-Loire;Angers;49007;BEAUX ARTS;FR23120;background;NO2;8;5.6;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-0.5559330038543386;47.46849236147444;432231.14920499554;6713600.72883131
Maine-et-Loire;Angers;49007;BEAUX ARTS;FR23120;background;NO;38;0.95;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-0.5559330038543386;47.46849236147444;432231.14920499554;6713600.72883131
Maine-et-Loire;Angers;49007;BEAUX ARTS;FR23120;background;NOx;9;7.1;µg/m3 eq NO2;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-0.5559330038543386;47.46849236147444;432231.14920499554;6713600.72883131
Maine-et-Loire;Angers;49007;BEAUX ARTS;FR23120;background;PM10;5;8.9;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-0.5559330038543386;47.46849236147444;432231.14920499554;6713600.72883131
Maine-et-Loire;Angers;49007;BEAUX ARTS;FR23120;background;PM2.5;6001;5.3;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-0.5559330038543386;47.46849236147444;432231.14920499554;6713600.72883131
Mayenne;Laval;53130;MAZAGRAN;FR23123;background;NO2;8;4.0;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-0.7681529262800582;48.06936514490995;419447.0551375298;6781027.2411395665
Mayenne;Laval;53130;MAZAGRAN;FR23123;background;NO;38;0.5;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-0.7681529262800582;48.06936514490995;419447.0551375298;6781027.2411395665
Mayenne;Laval;53130;MAZAGRAN;FR23123;background;NOx;9;4.7;µg/m3 eq NO2;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-0.7681529262800582;48.06936514490995;419447.0551375298;6781027.2411395665
Mayenne;Laval;53130;MAZAGRAN;FR23123;background;O3;7;73.0;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-0.7681529262800582;48.06936514490995;419447.0551375298;6781027.2411395665
Vendée;La Tardière;85289;LA TARDIERE;FR23124;background;NH3;35;2.3;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-0.7433812921256286;46.65662489362803;413852.8420801177;6624178.2980740825
Vendée;La Tardière;85289;LA TARDIERE;FR23124;background;NO2;8;2.5;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-0.7433812921256286;46.65662489362803;413852.8420801177;6624178.2980740825
Vendée;La Tardière;85289;LA TARDIERE;FR23124;background;NO;38;0.5;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-0.7433812921256286;46.65662489362803;413852.8420801177;6624178.2980740825
Vendée;La Tardière;85289;LA TARDIERE;FR23124;background;NOx;9;3.3;µg/m3 eq NO2;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-0.7433812921256286;46.65662489362803;413852.8420801177;6624178.2980740825
Vendée;La Tardière;85289;LA TARDIERE;FR23124;background;O3;7;38.0;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-0.7433812921256286;46.65662489362803;413852.8420801177;6624178.2980740825
Vendée;La Tardière;85289;LA TARDIERE;FR23124;background;PM10;5;5.3;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-0.7433812921256286;46.65662489362803;413852.8420801177;6624178.2980740825
Vendée;La Tardière;85289;LA TARDIERE;FR23124;background;PM2.5;6001;3.4;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-0.7433812921256286;46.65662489362803;413852.8420801177;6624178.2980740825
Loire-Atlantique;Paimbœuf;44116;CUTULLIC2;FR23149;industrial;SO2;1;1.4;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-2.0324417113714177;47.28616795300179;319885.62629199366;6699433.757790069
Maine-et-Loire;Angers;49007;APPENTIS;FR23150;background;NO2;8;4.0;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-0.5501000222079123;47.447336007801624;432564.4583844049;6711233.097282906
Maine-et-Loire;Angers;49007;APPENTIS;FR23150;background;NO;38;0.0;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-0.5501000222079123;47.447336007801624;432564.4583844049;6711233.097282906
Maine-et-Loire;Angers;49007;APPENTIS;FR23150;background;NOx;9;4.0;µg/m3 eq NO2;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-0.5501000222079123;47.447336007801624;432564.4583844049;6711233.097282906
Maine-et-Loire;Angers;49007;APPENTIS;FR23150;background;O3;7;68.0;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-0.5501000222079123;47.447336007801624;432564.4583844049;6711233.097282906
Vendée;La Roche-Sur-Yon;85191;DELACROIX;FR23152;background;NO2;8;1.7;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-1.4368610961896655;46.66064836113053;360919.2021133019;6627370.063373093
Vendée;La Roche-Sur-Yon;85191;DELACROIX;FR23152;background;NO;38;1.3;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-1.4368610961896655;46.66064836113053;360919.2021133019;6627370.063373093
Vendée;La Roche-Sur-Yon;85191;DELACROIX;FR23152;background;NOx;9;3.7;µg/m3 eq NO2;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-1.4368610961896655;46.66064836113053;360919.2021133019;6627370.063373093
Vendée;La Roche-Sur-Yon;85191;DELACROIX;FR23152;background;O3;7;80.0;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-1.4368610961896655;46.66064836113053;360919.2021133019;6627370.063373093
Vendée;La Roche-Sur-Yon;85191;DELACROIX;FR23152;background;PM10;5;8.1;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-1.4368610961896655;46.66064836113053;360919.2021133019;6627370.063373093
Vendée;La Roche-Sur-Yon;85191;DELACROIX;FR23152;background;PM2.5;6001;4.8;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-1.4368610961896655;46.66064836113053;360919.2021133019;6627370.063373093
Loire-Atlantique;Bouaye;44018;EPINETTES;FR23157;background;O3;7;71.0;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-1.6902690000000005;47.14608799999988;344775.68549371266;6682310.180873801
Sarthe;Spay;72344;FILLE;FR23163;background;O3;7;70.0;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;0.1518948064395943;47.92192248604607;487322.6743667995;6761783.716825325
Sarthe;Le Mans;72181;GUEDOU;FR23174;background;NO2;8;4.8;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;0.19605011554765286;47.98894827304624;490882.9153232856;6769108.857118812
Sarthe;Le Mans;72181;GUEDOU;FR23174;background;NO;38;0.83;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;0.19605011554765286;47.98894827304624;490882.9153232856;6769108.857118812
Sarthe;Le Mans;72181;GUEDOU;FR23174;background;NOx;9;6.0;µg/m3 eq NO2;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;0.19605011554765286;47.98894827304624;490882.9153232856;6769108.857118812
Maine-et-Loire;Bouchemaine;49035;CLOS DES BEAUVAIS;FR23175;background;O3;7;67.0;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-0.6100060021346906;47.43011900354789;427967.33949541056;6709527.093695923
Mayenne;Saint-Denis-D'Anjou;53210;SAINT DENIS D'ANJOU;FR23177;background;NO;38;0.38;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-0.4447696525665919;47.7883321330413;442146.2573931599;6748729.6000822345
Mayenne;Saint-Denis-D'Anjou;53210;SAINT DENIS D'ANJOU;FR23177;background;NO2;8;2.7;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-0.4447696525665919;47.7883321330413;442146.2573931599;6748729.6000822345
Mayenne;Saint-Denis-D'Anjou;53210;SAINT DENIS D'ANJOU;FR23177;background;NOx;9;3.3;µg/m3 eq NO2;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-0.4447696525665919;47.7883321330413;442146.2573931599;6748729.6000822345
Mayenne;Saint-Denis-D'Anjou;53210;SAINT DENIS D'ANJOU;FR23177;background;O3;7;58.0;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-0.4447696525665919;47.7883321330413;442146.2573931599;6748729.6000822345
Mayenne;Saint-Denis-D'Anjou;53210;SAINT DENIS D'ANJOU;FR23177;background;PM10;5;11.0;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-0.4447696525665919;47.7883321330413;442146.2573931599;6748729.6000822345
Mayenne;Saint-Denis-D'Anjou;53210;SAINT DENIS D'ANJOU;FR23177;background;PM2.5;6001;5.8;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-0.4447696525665919;47.7883321330413;442146.2573931599;6748729.6000822345
Loire-Atlantique;Donges;44052;PARSCAU DU PLESSIS;FR23178;industrial;NO;38;0.18;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-2.06687664431583;47.318896029650766;317521.3409009125;6703228.095208768
Loire-Atlantique;Donges;44052;PARSCAU DU PLESSIS;FR23178;industrial;NO2;8;1.8;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-2.06687664431583;47.318896029650766;317521.3409009125;6703228.095208768
Loire-Atlantique;Donges;44052;PARSCAU DU PLESSIS;FR23178;industrial;NOx;9;2.0;µg/m3 eq NO2;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-2.06687664431583;47.318896029650766;317521.3409009125;6703228.095208768
Loire-Atlantique;Donges;44052;PARSCAU DU PLESSIS;FR23178;industrial;PM10;5;11.0;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-2.06687664431583;47.318896029650766;317521.3409009125;6703228.095208768
Loire-Atlantique;Donges;44052;PARSCAU DU PLESSIS;FR23178;industrial;PM2.5;6001;5.9;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-2.06687664431583;47.318896029650766;317521.3409009125;6703228.095208768
Loire-Atlantique;Donges;44052;PARSCAU DU PLESSIS;FR23178;industrial;SO2;1;0.0;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-2.06687664431583;47.318896029650766;317521.3409009125;6703228.095208768
Loire-Atlantique;Saint-Nazaire;44184;PARC PAYSAGER;FR23181;background;NO;38;0.4;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-2.2231753057476937;47.273129394194775;305403.8853541548;6698924.134703943
Loire-Atlantique;Saint-Nazaire;44184;PARC PAYSAGER;FR23181;background;NO2;8;2.2;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-2.2231753057476937;47.273129394194775;305403.8853541548;6698924.134703943
Loire-Atlantique;Saint-Nazaire;44184;PARC PAYSAGER;FR23181;background;NOx;9;2.7;µg/m3 eq NO2;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-2.2231753057476937;47.273129394194775;305403.8853541548;6698924.134703943
Loire-Atlantique;Saint-Nazaire;44184;PARC PAYSAGER;FR23181;background;SO2;1;0.93;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-2.2231753057476937;47.273129394194775;305403.8853541548;6698924.134703943
Sarthe;Le Mans;72181;SOURCES;FR23182;background;NO2;8;4.2;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;0.2213390216306751;47.971141853614576;492698.55226572393;6767064.748575544
Sarthe;Le Mans;72181;SOURCES;FR23182;background;NO;38;0.025;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;0.2213390216306751;47.971141853614576;492698.55226572393;6767064.748575544
Sarthe;Le Mans;72181;SOURCES;FR23182;background;NOx;9;4.3;µg/m3 eq NO2;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;0.2213390216306751;47.971141853614576;492698.55226572393;6767064.748575544
Sarthe;Le Mans;72181;SOURCES;FR23182;background;O3;7;70.0;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;0.2213390216306751;47.971141853614576;492698.55226572393;6767064.748575544
Sarthe;Le Mans;72181;SOURCES;FR23182;background;PM10;5;4.2;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;0.2213390216306751;47.971141853614576;492698.55226572393;6767064.748575544
Sarthe;Le Mans;72181;SOURCES;FR23182;background;PM2.5;6001;2.8;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;0.2213390216306751;47.971141853614576;492698.55226572393;6767064.748575544
Loire-Atlantique;Nantes;44109;CIM BOUTEILLERIE;FR23188;background;BCwb;;;%;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;;-1.5374268258113177;47.22217589146574;356823.8361417605;6690071.409167136
Loire-Atlantique;Nantes;44109;CIM BOUTEILLERIE;FR23188;background;Hg;;0.21;ng/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-1.5374268258113177;47.22217589146574;356823.8361417605;6690071.409167136
Loire-Atlantique;Nantes;44109;CIM BOUTEILLERIE;FR23188;background;NO2;8;3.5;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-1.5374268258113177;47.22217589146574;356823.8361417605;6690071.409167136
Loire-Atlantique;Nantes;44109;CIM BOUTEILLERIE;FR23188;background;NO;38;1.3;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-1.5374268258113177;47.22217589146574;356823.8361417605;6690071.409167136
Loire-Atlantique;Nantes;44109;CIM BOUTEILLERIE;FR23188;background;NOx;9;5.4;µg/m3 eq NO2;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-1.5374268258113177;47.22217589146574;356823.8361417605;6690071.409167136
Loire-Atlantique;Nantes;44109;CIM BOUTEILLERIE;FR23188;background;O3;7;79.0;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-1.5374268258113177;47.22217589146574;356823.8361417605;6690071.409167136
Loire-Atlantique;Nantes;44109;CIM BOUTEILLERIE;FR23188;background;PM10;5;10.0;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-1.5374268258113177;47.22217589146574;356823.8361417605;6690071.409167136
Loire-Atlantique;Nantes;44109;CIM BOUTEILLERIE;FR23188;background;PM2.5;6001;5.9;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-1.5374268258113177;47.22217589146574;356823.8361417605;6690071.409167136
Loire-Atlantique;Pornichet;44132;GASPARD;FR23230;background;O3;7;89.0;µg/m3;horaire;2024-04-16 22:00:00;2024-04-16 23:00:00;True;-2.3320669999999977;47.253055999964715;297039.3525861991;6697249.291127122
